order_id,order_date,ship_date,region,state,city,category,sub_category,product_name,sales,profit,quantity,discount,customer_id,segment
CA-2014-167164,2014-05-13 00:00:00,2014-05-15 00:00:00,West,Utah,West Jordan,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.5,9.99,2,0.0,AG-10270,Consumer
CA-2014-143336,2014-08-27 00:00:00,2014-09-01 00:00:00,West,California,San Francisco,Office Supplies,Art,Newell 341,8.56,2.4824,2,0.0,ZD-21925,Consumer
CA-2014-143336,2014-08-27 00:00:00,2014-09-01 00:00:00,West,California,San Francisco,Technology,Phones,Cisco SPA 501G IP Phone,213.48,16.011,3,0.2,ZD-21925,Consumer
CA-2014-143336,2014-08-27 00:00:00,2014-09-01 00:00:00,West,California,San Francisco,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,7.384,4,0.2,ZD-21925,Consumer
CA-2016-137330,2016-12-09 00:00:00,2016-12-13 00:00:00,Central,Nebraska,Fremont,Office Supplies,Art,Newell 318,19.46,5.0596,7,0.0,KB-16585,Corporate
CA-2016-137330,2016-12-09 00:00:00,2016-12-13 00:00:00,Central,Nebraska,Fremont,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,15.6884,7,0.0,KB-16585,Corporate
US-2017-156909,2017-07-16 00:00:00,2017-07-18 00:00:00,East,Pennsylvania,Philadelphia,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.372,-1.0196,2,0.3,SF-20065,Consumer
CA-2015-106320,2015-09-25 00:00:00,2015-09-30 00:00:00,West,Utah,Orem,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,240.2649,3,0.0,EB-13870,Consumer
CA-2016-121755,2016-01-16 00:00:00,2016-01-20 00:00:00,West,California,Los Angeles,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,4.2224,2,0.2,EH-13945,Consumer
CA-2016-121755,2016-01-16 00:00:00,2016-01-20 00:00:00,West,California,Los Angeles,Technology,Accessories,ImationÂ 8GB Mini TravelDrive USB 2.0Â Flash Drive,90.57,11.7741,3,0.0,EH-13945,Consumer
US-2015-150630,2015-09-17 00:00:00,2015-09-21 00:00:00,East,Pennsylvania,Philadelphia,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,-1665.0522,7,0.5,TB-21520,Consumer
US-2015-150630,2015-09-17 00:00:00,2015-09-21 00:00:00,East,Pennsylvania,Philadelphia,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618,-7.0532,2,0.7,TB-21520,Consumer
US-2015-150630,2015-09-17 00:00:00,2015-09-21 00:00:00,East,Pennsylvania,Philadelphia,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,15.525,3,0.2,TB-21520,Consumer
US-2015-150630,2015-09-17 00:00:00,2015-09-21 00:00:00,East,Pennsylvania,Philadelphia,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,1.1016,2,0.2,TB-21520,Consumer
US-2015-150630,2015-09-17 00:00:00,2015-09-21 00:00:00,East,Pennsylvania,Philadelphia,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,9.7092,6,0.2,TB-21520,Consumer
US-2015-150630,2015-09-17 00:00:00,2015-09-21 00:00:00,East,Pennsylvania,Philadelphia,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,-5.715,6,0.7,TB-21520,Consumer
US-2015-150630,2015-09-17 00:00:00,2015-09-21 00:00:00,East,Pennsylvania,Philadelphia,Office Supplies,Art,Lumber Crayons,15.76,3.546,2,0.2,TB-21520,Consumer
CA-2017-107727,2017-10-19 00:00:00,2017-10-23 00:00:00,Central,Texas,Houston,Office Supplies,Paper,Easy-staple paper,29.472,9.9468,3,0.2,MA-17560,Home Office
CA-2016-117590,2016-12-08 00:00:00,2016-12-10 00:00:00,Central,Texas,Richardson,Technology,Phones,GE 30524EE4,1097.544,123.4737,7,0.2,GH-14485,Corporate
CA-2016-117590,2016-12-08 00:00:00,2016-12-10 00:00:00,Central,Texas,Richardson,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,-147.963,5,0.6,GH-14485,Corporate
CA-2015-117415,2015-12-27 00:00:00,2015-12-31 00:00:00,Central,Texas,Houston,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,35.415,9,0.2,SN-20710,Home Office
CA-2015-117415,2015-12-27 00:00:00,2015-12-31 00:00:00,Central,Texas,Houston,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,-46.9764,3,0.32,SN-20710,Home Office
CA-2015-117415,2015-12-27 00:00:00,2015-12-31 00:00:00,Central,Texas,Houston,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,-15.147,3,0.3,SN-20710,Home Office
CA-2015-117415,2015-12-27 00:00:00,2015-12-31 00:00:00,Central,Texas,Houston,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,41.7564,4,0.2,SN-20710,Home Office
CA-2017-120999,2017-09-10 00:00:00,2017-09-15 00:00:00,Central,Illinois,Naperville,Technology,Phones,Panasonic Kx-TS550,147.168,16.5564,4,0.2,LC-16930,Corporate
CA-2016-101343,2016-07-17 00:00:00,2016-07-22 00:00:00,West,California,Los Angeles,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,3.894,2,0.0,RA-19885,Corporate
CA-2017-139619,2017-09-19 00:00:00,2017-09-23 00:00:00,South,Florida,Melbourne,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,9.5616,2,0.2,ES-14080,Corporate
CA-2016-118255,2016-03-11 00:00:00,2016-03-13 00:00:00,Central,Minnesota,Eagan,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,19.7714,2,0.0,ON-18715,Corporate
CA-2016-118255,2016-03-11 00:00:00,2016-03-13 00:00:00,Central,Minnesota,Eagan,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,8.2062,2,0.0,ON-18715,Corporate
CA-2014-146703,2014-10-20 00:00:00,2014-10-25 00:00:00,Central,Michigan,Westland,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,8.4784,4,0.0,PO-18865,Consumer
CA-2016-169194,2016-06-20 00:00:00,2016-06-25 00:00:00,East,Delaware,Dover,Technology,Accessories,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,45.0,4.95,3,0.0,LH-16900,Consumer
CA-2016-169194,2016-06-20 00:00:00,2016-06-25 00:00:00,East,Delaware,Dover,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,6.104,2,0.0,LH-16900,Consumer
CA-2015-115742,2015-04-18 00:00:00,2015-04-22 00:00:00,Central,Indiana,New Albany,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,17.9634,6,0.0,DP-13000,Consumer
CA-2015-115742,2015-04-18 00:00:00,2015-04-22 00:00:00,Central,Indiana,New Albany,Office Supplies,Labels,Avery 485,75.18,35.3346,6,0.0,DP-13000,Consumer
CA-2015-115742,2015-04-18 00:00:00,2015-04-22 00:00:00,Central,Indiana,New Albany,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2.9568,2,0.0,DP-13000,Consumer
CA-2015-115742,2015-04-18 00:00:00,2015-04-22 00:00:00,Central,Indiana,New Albany,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,17.0981,1,0.0,DP-13000,Consumer
CA-2016-105816,2016-12-11 00:00:00,2016-12-17 00:00:00,East,New York,New York City,Office Supplies,Fasteners,Advantus Push Pins,15.26,6.2566,7,0.0,JM-15265,Corporate
CA-2016-105816,2016-12-11 00:00:00,2016-12-17 00:00:00,East,New York,New York City,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,298.6855,5,0.0,JM-15265,Corporate
CA-2016-111682,2016-06-17 00:00:00,2016-06-18 00:00:00,East,New York,Troy,Office Supplies,Storage,Home/Office Personal File Carts,208.56,52.14,6,0.0,TB-21055,Consumer
CA-2016-111682,2016-06-17 00:00:00,2016-06-18 00:00:00,East,New York,Troy,Office Supplies,Paper,Xerox 232,32.4,15.552,5,0.0,TB-21055,Consumer
CA-2016-111682,2016-06-17 00:00:00,2016-06-18 00:00:00,East,New York,Troy,Furniture,Chairs,Novimex Turbo Task Chair,319.41,7.098,5,0.1,TB-21055,Consumer
CA-2016-111682,2016-06-17 00:00:00,2016-06-18 00:00:00,East,New York,Troy,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,6.9888,2,0.0,TB-21055,Consumer
CA-2016-111682,2016-06-17 00:00:00,2016-06-18 00:00:00,East,New York,Troy,Technology,Accessories,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,30.0,3.3,2,0.0,TB-21055,Consumer
CA-2016-111682,2016-06-17 00:00:00,2016-06-18 00:00:00,East,New York,Troy,Office Supplies,Binders,Plastic Binding Combs,48.48,16.362,4,0.2,TB-21055,Consumer
CA-2016-111682,2016-06-17 00:00:00,2016-06-18 00:00:00,East,New York,Troy,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,0.84,1,0.0,TB-21055,Consumer
CA-2015-135545,2015-11-24 00:00:00,2015-11-30 00:00:00,West,California,Los Angeles,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,6.1512,2,0.0,KM-16720,Consumer
CA-2015-135545,2015-11-24 00:00:00,2015-11-30 00:00:00,West,California,Los Angeles,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,9.3612,6,0.2,KM-16720,Consumer
CA-2015-135545,2015-11-24 00:00:00,2015-11-30 00:00:00,West,California,Los Angeles,Office Supplies,Paper,Xerox 1943,146.73,68.9631,3,0.0,KM-16720,Consumer
CA-2015-135545,2015-11-24 00:00:00,2015-11-30 00:00:00,West,California,Los Angeles,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,22.3328,4,0.0,KM-16720,Consumer
US-2015-164175,2015-04-30 00:00:00,2015-05-05 00:00:00,Central,Illinois,Chicago,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,-15.2225,5,0.3,PS-18970,Home Office
CA-2014-106376,2014-12-05 00:00:00,2014-12-10 00:00:00,West,Arizona,Gilbert,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,111.3024,8,0.2,BS-11590,Corporate
CA-2014-106376,2014-12-05 00:00:00,2014-12-10 00:00:00,West,Arizona,Gilbert,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,62.988,4,0.2,BS-11590,Corporate
CA-2016-119823,2016-06-04 00:00:00,2016-06-06 00:00:00,South,Virginia,Springfield,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,35.6636,2,0.0,KD-16270,Consumer
CA-2016-106075,2016-09-18 00:00:00,2016-09-23 00:00:00,East,New York,New York City,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1.731,1,0.2,HM-14980,Consumer
CA-2017-114440,2017-09-14 00:00:00,2017-09-17 00:00:00,Central,Michigan,Jackson,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,8.763,3,0.0,TB-21520,Consumer
US-2015-134026,2015-04-26 00:00:00,2015-05-02 00:00:00,South,Tennessee,Memphis,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,-114.3912,8,0.2,JE-15745,Consumer
US-2015-134026,2015-04-26 00:00:00,2015-05-02 00:00:00,South,Tennessee,Memphis,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,1.213,2,0.2,JE-15745,Consumer
US-2015-134026,2015-04-26 00:00:00,2015-05-02 00:00:00,South,Tennessee,Memphis,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,-18.196,1,0.2,JE-15745,Consumer
US-2017-118038,2017-12-09 00:00:00,2017-12-11 00:00:00,Central,Texas,Houston,Office Supplies,Binders,Economy Binders,1.248,-1.9344,3,0.8,KB-16600,Corporate
US-2017-118038,2017-12-09 00:00:00,2017-12-11 00:00:00,Central,Texas,Houston,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,-5.8248,3,0.6,KB-16600,Corporate
US-2017-118038,2017-12-09 00:00:00,2017-12-11 00:00:00,Central,Texas,Houston,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,2.724,3,0.2,KB-16600,Corporate
US-2014-147606,2014-11-26 00:00:00,2014-12-01 00:00:00,Central,Texas,Houston,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,-14.475,5,0.6,JE-15745,Consumer
CA-2016-127208,2016-06-12 00:00:00,2016-06-15 00:00:00,South,Alabama,Decatur,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,56.2032,1,0.0,SC-20770,Corporate
CA-2016-127208,2016-06-12 00:00:00,2016-06-15 00:00:00,South,Alabama,Decatur,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,8.0352,3,0.0,SC-20770,Corporate
CA-2014-139451,2014-10-12 00:00:00,2014-10-16 00:00:00,West,California,San Francisco,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,4.172,5,0.0,DN-13690,Consumer
CA-2014-139451,2014-10-12 00:00:00,2014-10-16 00:00:00,West,California,San Francisco,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,6.2031,1,0.0,DN-13690,Consumer
CA-2015-149734,2015-09-03 00:00:00,2015-09-08 00:00:00,South,North Carolina,Durham,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,62.8075,7,0.2,JC-16105,Corporate
US-2017-119662,2017-11-13 00:00:00,2017-11-16 00:00:00,Central,Illinois,Chicago,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,-48.9549,3,0.2,CS-12400,Home Office
CA-2017-140088,2017-05-28 00:00:00,2017-05-30 00:00:00,South,South Carolina,Columbia,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,33.2156,2,0.0,PO-18865,Consumer
CA-2017-155558,2017-10-26 00:00:00,2017-11-02 00:00:00,Central,Minnesota,Rochester,Technology,Accessories,LogitechÂ LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,6.7966,1,0.0,PG-18895,Consumer
CA-2017-155558,2017-10-26 00:00:00,2017-11-02 00:00:00,Central,Minnesota,Rochester,Office Supplies,Labels,Avery 511,6.16,2.9568,2,0.0,PG-18895,Consumer
CA-2016-159695,2016-04-05 00:00:00,2016-04-10 00:00:00,Central,Texas,Houston,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,13.8572,7,0.2,GM-14455,Home Office
CA-2016-109806,2016-09-17 00:00:00,2016-09-22 00:00:00,West,California,Los Angeles,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,6.633,3,0.0,JS-15685,Corporate
CA-2016-109806,2016-09-17 00:00:00,2016-09-22 00:00:00,West,California,Los Angeles,Technology,Phones,Panasonic Kx-TS550,73.584,8.2782,2,0.2,JS-15685,Corporate
CA-2016-109806,2016-09-17 00:00:00,2016-09-22 00:00:00,West,California,Los Angeles,Office Supplies,Paper,Xerox 1995,6.48,3.1104,1,0.0,JS-15685,Corporate
CA-2015-149587,2015-01-31 00:00:00,2015-02-05 00:00:00,Central,Minnesota,Minneapolis,Office Supplies,Paper,Xerox 1999,12.96,6.2208,2,0.0,KB-16315,Consumer
CA-2015-149587,2015-01-31 00:00:00,2015-02-05 00:00:00,Central,Minnesota,Minneapolis,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,16.5354,3,0.0,KB-16315,Consumer
CA-2015-149587,2015-01-31 00:00:00,2015-02-05 00:00:00,Central,Minnesota,Minneapolis,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,16.1504,2,0.0,KB-16315,Consumer
US-2017-109484,2017-11-06 00:00:00,2017-11-12 00:00:00,West,Oregon,Portland,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,-3.788,1,0.7,RB-19705,Home Office
CA-2017-161018,2017-11-09 00:00:00,2017-11-11 00:00:00,East,New York,New York City,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,40.5426,7,0.0,PN-18775,Home Office
CA-2017-157833,2017-06-17 00:00:00,2017-06-20 00:00:00,West,California,San Francisco,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,17.9592,3,0.2,KD-16345,Consumer
CA-2016-149223,2016-09-06 00:00:00,2016-09-11 00:00:00,Central,Minnesota,Saint Paul,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,22.5852,6,0.0,ER-13855,Corporate
CA-2016-158568,2016-08-29 00:00:00,2016-09-02 00:00:00,Central,Illinois,Chicago,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,22.6184,7,0.2,RB-19465,Home Office
CA-2016-158568,2016-08-29 00:00:00,2016-09-02 00:00:00,Central,Illinois,Chicago,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,-10.7973,3,0.2,RB-19465,Home Office
CA-2016-158568,2016-08-29 00:00:00,2016-09-02 00:00:00,Central,Illinois,Chicago,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,-3.0396,3,0.8,RB-19465,Home Office
CA-2016-129903,2016-12-01 00:00:00,2016-12-04 00:00:00,Central,Minnesota,Rochester,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,11.7208,4,0.0,GZ-14470,Consumer
US-2015-156867,2015-11-13 00:00:00,2015-11-17 00:00:00,West,Colorado,Aurora,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,-26.8758,6,0.2,LC-16870,Consumer
US-2015-156867,2015-11-13 00:00:00,2015-11-17 00:00:00,West,Colorado,Aurora,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,-3.8385,3,0.2,LC-16870,Consumer
US-2015-156867,2015-11-13 00:00:00,2015-11-17 00:00:00,West,Colorado,Aurora,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,-25.8174,3,0.7,LC-16870,Consumer
CA-2017-119004,2017-11-23 00:00:00,2017-11-28 00:00:00,South,North Carolina,Charlotte,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,17.6016,8,0.2,JM-15250,Consumer
CA-2017-119004,2017-11-23 00:00:00,2017-11-28 00:00:00,South,North Carolina,Charlotte,Technology,Phones,Speck Products Candyshell Flip Case,27.992,2.0994,1,0.2,JM-15250,Consumer
CA-2017-119004,2017-11-23 00:00:00,2017-11-28 00:00:00,South,North Carolina,Charlotte,Office Supplies,Art,Newell Chalk Holder,3.304,1.0738,1,0.2,JM-15250,Consumer
CA-2015-129476,2015-10-15 00:00:00,2015-10-20 00:00:00,Central,Illinois,Orland Park,Technology,Accessories,LogitechÂ Gaming G510s - Keyboard,339.96,67.992,5,0.2,PA-19060,Home Office
CA-2017-146780,2017-12-25 00:00:00,2017-12-30 00:00:00,East,New York,New York City,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,10.9096,2,0.0,CV-12805,Corporate
CA-2016-128867,2016-11-03 00:00:00,2016-11-10 00:00:00,Central,Iowa,Urbandale,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,22.788,2,0.0,CL-12565,Consumer
CA-2016-128867,2016-11-03 00:00:00,2016-11-10 00:00:00,Central,Iowa,Urbandale,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,13.3476,6,0.0,CL-12565,Consumer
CA-2014-115259,2014-08-25 00:00:00,2014-08-27 00:00:00,East,Ohio,Columbus,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14.5348,14,0.2,RC-19960,Consumer
CA-2014-115259,2014-08-25 00:00:00,2014-08-27 00:00:00,East,Ohio,Columbus,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,1.652,2,0.2,RC-19960,Consumer
CA-2014-115259,2014-08-25 00:00:00,2014-08-27 00:00:00,East,Ohio,Columbus,Office Supplies,Paper,Xerox 1921,23.976,7.4925,3,0.2,RC-19960,Consumer
CA-2014-115259,2014-08-25 00:00:00,2014-08-27 00:00:00,East,Ohio,Columbus,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,44.0316,6,0.2,RC-19960,Consumer
CA-2015-110457,2015-03-02 00:00:00,2015-03-06 00:00:00,West,Washington,Seattle,Furniture,Tables,Hon Racetrack Conference Tables,787.53,165.3813,3,0.0,DK-13090,Consumer
US-2015-136476,2015-04-05 00:00:00,2015-04-10 00:00:00,South,Tennessee,Bristol,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,-115.7156,1,0.7,GG-14650,Corporate
CA-2016-103730,2016-06-12 00:00:00,2016-06-15 00:00:00,East,Delaware,Wilmington,Furniture,Furnishings,Artistic Insta-Plaque,47.04,18.3456,3,0.0,SC-20725,Consumer
CA-2016-103730,2016-06-12 00:00:00,2016-06-15 00:00:00,East,Delaware,Wilmington,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,13.878,4,0.0,SC-20725,Consumer
CA-2016-103730,2016-06-12 00:00:00,2016-06-15 00:00:00,East,Delaware,Wilmington,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,63.4368,6,0.0,SC-20725,Consumer
CA-2016-103730,2016-06-12 00:00:00,2016-06-15 00:00:00,East,Delaware,Wilmington,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,51.759,9,0.0,SC-20725,Consumer
CA-2016-103730,2016-06-12 00:00:00,2016-06-15 00:00:00,East,Delaware,Wilmington,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,19.7316,7,0.0,SC-20725,Consumer
US-2014-152030,2014-12-26 00:00:00,2014-12-28 00:00:00,Central,Texas,Houston,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,-8.5794,3,0.3,AD-10180,Home Office
US-2014-134614,2014-09-20 00:00:00,2014-09-25 00:00:00,Central,Illinois,Bloomington,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,-407.682,6,0.5,PF-19165,Consumer
US-2017-107272,2017-11-05 00:00:00,2017-11-12 00:00:00,West,Arizona,Phoenix,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,-1.8308,2,0.7,TS-21610,Consumer
US-2017-107272,2017-11-05 00:00:00,2017-11-12 00:00:00,West,Arizona,Phoenix,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,30.499,7,0.2,TS-21610,Consumer
US-2016-125969,2016-11-06 00:00:00,2016-11-10 00:00:00,West,California,Los Angeles,Furniture,Chairs,"Global Task Chair, Black",81.424,-9.1602,2,0.2,LS-16975,Home Office
